INSERT INTO product_incomes (id, product_id, period_type, total_units_sold, product_specific_income, record_date) VALUES
(17337, 93, 'daily', 43, 250.05, '2023-09-09'),
(17338, 93, 'daily', 17, 164.45, '2023-09-10'),
(17339, 93, 'daily', 14, 18.63, '2023-09-11'),
(17340, 93, 'daily', 20, 146.32, '2023-09-12'),
(17341, 93, 'daily', 18, 98.24, '2023-09-13'),
(17342, 93, 'daily', 45, 205.77, '2023-09-14'),
(17343, 93, 'daily', 19, 78.53, '2023-09-15'),
(17344, 93, 'daily', 39, 177.28, '2023-09-16'),
(17345, 93, 'daily', 28, 80.78, '2023-09-17'),
(17346, 93, 'daily', 35, 86.72, '2023-09-18'),
(17347, 93, 'daily', 41, 168.42, '2023-09-19'),
(17348, 93, 'daily', 34, 139.04, '2023-09-20'),
(17349, 93, 'daily', 36, 167.43, '2023-09-21'),
(17350, 93, 'daily', 40, 124.26, '2022-03-01'),
(17351, 93, 'daily', 23, 170.02, '2022-03-02'),
(17352, 93, 'daily', 49, 478.55, '2022-03-03'),
(17353, 93, 'daily', 22, 211.14, '2022-03-04'),
(17354, 93, 'daily', 17, 89.95, '2022-03-05'),
(17355, 93, 'daily', 11, 66.64, '2022-03-06'),
(17356, 93, 'daily', 21, 88.91, '2022-03-07'),
(17357, 93, 'daily', 31, 211.23, '2022-03-08'),
(17358, 93, 'daily', 34, 239.45, '2022-03-09'),
(17359, 93, 'daily', 45, 386.39, '2022-03-10'),
(17360, 93, 'daily', 49, 128.57, '2022-03-11'),
(17361, 93, 'daily', 46, 139.2, '2022-03-12'),
(17362, 93, 'daily', 48, 177.34, '2022-03-13'),
(17363, 93, 'daily', 28, 144.75, '2022-03-14'),
(17364, 93, 'daily', 14, 122.03, '2022-03-15'),
(17365, 93, 'daily', 27, 153.74, '2022-03-16'),
(17366, 93, 'daily', 14, 32.82, '2022-03-17'),
(17367, 93, 'daily', 40, 104.91, '2022-03-18'),
(17368, 93, 'daily', 19, 55.57, '2022-03-19'),
(17369, 93, 'daily', 14, 122.9, '2022-03-20'),
(17370, 93, 'daily', 34, 57.95, '2022-03-21'),
(17371, 93, 'daily', 42, 159.93, '2022-09-01'),
(17372, 93, 'daily', 22, 217.56, '2022-09-02'),
(17373, 93, 'daily', 27, 114.58, '2022-09-03'),
(17374, 93, 'daily', 35, 343.72, '2022-09-04'),
(17375, 93, 'daily', 46, 178.28, '2022-09-05'),
(17376, 93, 'daily', 37, 369.42, '2022-09-06'),
(17377, 93, 'daily', 49, 434.0, '2022-09-07'),
(17378, 93, 'daily', 18, 101.02, '2022-09-08'),
(17379, 93, 'daily', 39, 47.04, '2022-09-09'),
(17380, 93, 'daily', 47, 197.92, '2022-09-10'),
(17381, 93, 'daily', 40, 110.6, '2022-09-11'),
(17382, 93, 'daily', 32, 232.37, '2022-09-12'),
(17383, 93, 'daily', 28, 213.8, '2022-09-13'),
(17384, 93, 'daily', 24, 84.4, '2022-09-14'),
(17385, 93, 'daily', 45, 109.99, '2022-09-15'),
(17386, 93, 'daily', 35, 83.06, '2022-09-16'),
(17387, 93, 'daily', 26, 100.25, '2022-09-17'),
(17388, 93, 'daily', 21, 113.21, '2022-09-18'),
(17389, 93, 'daily', 45, 318.86, '2022-09-19'),
(17390, 93, 'daily', 19, 159.69, '2022-09-20'),
(17391, 93, 'daily', 24, 24.1, '2022-09-21'),
(17392, 94, 'yearly', 8471, 215817.73, '2024-12-31'),
(17393, 94, 'yearly', 8669, 645694.24, '2023-12-31'),
(17394, 94, 'yearly', 7904, 412767.73, '2022-12-31'),
(17395, 94, 'yearly', 5086, 217602.29, '2021-12-31'),
(17396, 94, 'yearly', 7928, 331103.42, '2020-12-31'),
(17397, 94, 'yearly', 9707, 836184.8, '2019-12-31'),
(17398, 94, 'yearly', 7558, 183005.94, '2018-12-31'),
(17399, 94, 'monthly', 665, 49836.38, '2024-01-01'),
(17400, 94, 'monthly', 477, 17373.84, '2024-02-01'),
(17401, 94, 'monthly', 665, 41697.39, '2024-03-01'),
(17402, 94, 'monthly', 648, 37589.65, '2024-04-01'),
(17403, 94, 'monthly', 576, 40495.35, '2024-05-01'),
(17404, 94, 'monthly', 433, 7338.44, '2024-06-01'),
(17405, 94, 'monthly', 749, 44607.33, '2024-07-01'),
(17406, 94, 'monthly', 784, 34020.5, '2024-08-01'),
(17407, 94, 'monthly', 699, 20773.53, '2024-09-01'),
(17408, 94, 'monthly', 488, 20458.91, '2024-10-01'),
(17409, 94, 'monthly', 425, 18247.06, '2024-11-01'),
(17410, 94, 'monthly', 723, 13638.84, '2024-12-01'),
(17411, 94, 'monthly', 508, 8688.84, '2023-01-01'),
(17412, 94, 'monthly', 420, 15579.99, '2023-02-01'),
(17413, 94, 'monthly', 583, 27310.31, '2023-03-01'),
(17414, 94, 'monthly', 483, 30005.57, '2023-04-01'),
(17415, 94, 'monthly', 632, 12188.37, '2023-05-01'),
(17416, 94, 'monthly', 487, 37677.9, '2023-06-01'),
(17417, 94, 'monthly', 599, 46709.15, '2023-07-01'),
(17418, 94, 'monthly', 646, 49013.39, '2023-08-01'),
(17419, 94, 'monthly', 410, 31687.39, '2023-09-01'),
(17420, 94, 'monthly', 756, 45807.87, '2023-10-01'),
(17421, 94, 'monthly', 597, 31802.19, '2023-11-01'),
(17422, 94, 'monthly', 450, 31511.16, '2023-12-01'),
(17423, 94, 'monthly', 737, 35769.73, '2022-01-01'),
(17424, 94, 'monthly', 477, 29917.47, '2022-02-01'),
(17425, 94, 'monthly', 433, 13921.82, '2022-03-01'),
(17426, 94, 'monthly', 511, 26552.94, '2022-04-01'),
(17427, 94, 'monthly', 671, 33510.32, '2022-05-01'),
(17428, 94, 'monthly', 709, 19240.74, '2022-06-01'),
(17429, 94, 'monthly', 632, 20384.92, '2022-07-01'),
(17430, 94, 'monthly', 432, 32907.55, '2022-08-01'),
(17431, 94, 'monthly', 742, 26515.95, '2022-09-01'),
(17432, 94, 'monthly', 570, 27694.0, '2022-10-01'),
(17433, 94, 'monthly', 785, 48518.83, '2022-11-01'),
(17434, 94, 'monthly', 628, 9959.28, '2022-12-01'),
(17435, 94, 'weekly', 167, 3059.76, '2024-03-01'),
(17436, 94, 'weekly', 184, 7969.46, '2024-03-08'),
(17437, 94, 'weekly', 197, 8163.41, '2024-03-15'),
(17438, 94, 'weekly', 214, 1181.38, '2024-09-01'),
(17439, 94, 'weekly', 208, 6524.44, '2024-09-08'),
(17440, 94, 'weekly', 270, 3154.67, '2024-09-15'),
(17441, 94, 'weekly', 249, 1380.69, '2023-03-01'),
(17442, 94, 'weekly', 237, 9440.29, '2023-03-08'),
(17443, 94, 'weekly', 239, 6006.48, '2023-03-15'),
(17444, 94, 'weekly', 219, 10482.05, '2023-09-01'),
(17445, 94, 'weekly', 152, 6218.67, '2023-09-08'),
(17446, 94, 'weekly', 152, 2380.23, '2023-09-15'),
(17447, 94, 'weekly', 109, 3837.72, '2022-03-01'),
(17448, 94, 'weekly', 160, 7735.3, '2022-03-08'),
(17449, 94, 'weekly', 264, 6797.78, '2022-03-15'),
(17450, 94, 'weekly', 226, 3104.58, '2022-09-01'),
(17451, 94, 'weekly', 242, 3655.26, '2022-09-08'),
(17452, 94, 'weekly', 195, 8659.68, '2022-09-15'),
(17453, 94, 'daily', 20, 142.74, '2024-03-01'),
(17454, 94, 'daily', 24, 205.74, '2024-03-02'),
(17455, 94, 'daily', 25, 33.55, '2024-03-03'),
(17456, 94, 'daily', 23, 149.87, '2024-03-04'),
(17457, 94, 'daily', 10, 27.08, '2024-03-05'),
(17458, 94, 'daily', 34, 287.26, '2024-03-06'),
(17459, 94, 'daily', 12, 16.97, '2024-03-07'),
(17460, 94, 'daily', 10, 83.91, '2024-03-08'),
(17461, 94, 'daily', 15, 91.16, '2024-03-09'),
(17462, 94, 'daily', 13, 28.47, '2024-03-10'),
(17463, 94, 'daily', 39, 247.44, '2024-03-11'),
(17464, 94, 'daily', 11, 35.73, '2024-03-12'),
(17465, 94, 'daily', 13, 108.82, '2024-03-13'),
(17466, 94, 'daily', 41, 115.06, '2024-03-14'),
(17467, 94, 'daily', 43, 352.56, '2024-03-15'),
(17468, 94, 'daily', 45, 245.27, '2024-03-16'),
(17469, 94, 'daily', 44, 112.6, '2024-03-17'),
(17470, 94, 'daily', 11, 48.34, '2024-03-18'),
(17471, 94, 'daily', 13, 123.29, '2024-03-19'),
(17472, 94, 'daily', 24, 91.45, '2024-03-20'),
(17473, 94, 'daily', 22, 138.59, '2024-03-21'),
(17474, 94, 'daily', 14, 21.95, '2024-09-01'),
(17475, 94, 'daily', 35, 308.58, '2024-09-02'),
(17476, 94, 'daily', 15, 138.6, '2024-09-03'),
(17477, 94, 'daily', 22, 95.18, '2024-09-04'),
(17478, 94, 'daily', 28, 276.84, '2024-09-05'),
(17479, 94, 'daily', 23, 122.83, '2024-09-06'),
(17480, 94, 'daily', 45, 252.87, '2024-09-07'),
(17481, 94, 'daily', 19, 44.55, '2024-09-08'),
(17482, 94, 'daily', 46, 139.36, '2024-09-09'),
(17483, 94, 'daily', 24, 98.03, '2024-09-10'),
(17484, 94, 'daily', 23, 72.38, '2024-09-11'),
(17485, 94, 'daily', 39, 337.97, '2024-09-12'),
(17486, 94, 'daily', 33, 97.47, '2024-09-13'),
(17487, 94, 'daily', 12, 81.61, '2024-09-14'),
(17488, 94, 'daily', 26, 69.29, '2024-09-15'),
(17489, 94, 'daily', 49, 315.15, '2024-09-16'),
(17490, 94, 'daily', 33, 51.17, '2024-09-17'),
(17491, 94, 'daily', 30, 121.15, '2024-09-18'),
(17492, 94, 'daily', 32, 161.39, '2024-09-19'),
(17493, 94, 'daily', 39, 331.05, '2024-09-20'),
(17494, 94, 'daily', 40, 301.3, '2024-09-21'),
(17495, 94, 'daily', 49, 204.12, '2023-03-01'),
(17496, 94, 'daily', 23, 56.36, '2023-03-02'),
(17497, 94, 'daily', 42, 378.78, '2023-03-03'),
(17498, 94, 'daily', 25, 197.54, '2023-03-04'),
(17499, 94, 'daily', 42, 129.97, '2023-03-05'),
(17500, 94, 'daily', 24, 45.44, '2023-03-06'),
(17501, 94, 'daily', 39, 330.15, '2023-03-07'),
(17502, 94, 'daily', 26, 254.97, '2023-03-08'),
(17503, 94, 'daily', 41, 325.0, '2023-03-09'),
(17504, 94, 'daily', 15, 50.6, '2023-03-10'),
(17505, 94, 'daily', 50, 107.68, '2023-03-11'),
(17506, 94, 'daily', 45, 449.47, '2023-03-12'),
(17507, 94, 'daily', 31, 304.32, '2023-03-13'),
(17508, 94, 'daily', 18, 143.83, '2023-03-14'),
(17509, 94, 'daily', 12, 72.01, '2023-03-15'),
(17510, 94, 'daily', 37, 214.28, '2023-03-16'),
(17511, 94, 'daily', 13, 109.49, '2023-03-17'),
(17512, 94, 'daily', 20, 50.63, '2023-03-18'),
(17513, 94, 'daily', 11, 67.65, '2023-03-19'),
(17514, 94, 'daily', 36, 244.33, '2023-03-20'),
(17515, 94, 'daily', 45, 178.19, '2023-03-21'),
(17516, 94, 'daily', 23, 69.5, '2023-09-01'),
(17517, 94, 'daily', 13, 46.92, '2023-09-02'),
(17518, 94, 'daily', 31, 75.11, '2023-09-03'),
(17519, 94, 'daily', 20, 179.62, '2023-09-04'),
(17520, 94, 'daily', 15, 112.98, '2023-09-05'),
(17521, 94, 'daily', 35, 333.53, '2023-09-06'),
(17522, 94, 'daily', 26, 189.99, '2023-09-07'),
(17523, 94, 'daily', 25, 148.19, '2023-09-08'),
(17524, 94, 'daily', 28, 149.43, '2023-09-09'),
(17525, 94, 'daily', 38, 124.8, '2023-09-10'),
(17526, 94, 'daily', 38, 241.24, '2023-09-11'),
(17527, 94, 'daily', 44, 192.08, '2023-09-12'),
(17528, 94, 'daily', 25, 88.27, '2023-09-13'),
(17529, 94, 'daily', 46, 120.93, '2023-09-14'),
(17530, 94, 'daily', 33, 295.17, '2023-09-15'),
(17531, 94, 'daily', 14, 80.25, '2023-09-16'),
(17532, 94, 'daily', 28, 220.64, '2023-09-17'),
(17533, 94, 'daily', 46, 160.24, '2023-09-18'),
(17534, 94, 'daily', 25, 152.78, '2023-09-19'),
(17535, 94, 'daily', 35, 340.41, '2023-09-20'),
(17536, 94, 'daily', 24, 97.23, '2023-09-21'),
(17537, 94, 'daily', 28, 204.89, '2022-03-01'),
(17538, 94, 'daily', 19, 189.89, '2022-03-02'),
(17539, 94, 'daily', 17, 24.37, '2022-03-03'),
(17540, 94, 'daily', 36, 202.28, '2022-03-04'),
(17541, 94, 'daily', 38, 97.37, '2022-03-05'),
(17542, 94, 'daily', 49, 415.35, '2022-03-06'),
(17543, 94, 'daily', 13, 42.69, '2022-03-07'),
(17544, 94, 'daily', 10, 22.43, '2022-03-08'),
(17545, 94, 'daily', 47, 375.25, '2022-03-09'),
(17546, 94, 'daily', 28, 65.1, '2022-03-10'),
(17547, 94, 'daily', 32, 294.93, '2022-03-11'),
(17548, 94, 'daily', 31, 194.92, '2022-03-12'),
(17549, 94, 'daily', 16, 115.51, '2022-03-13'),
(17550, 94, 'daily', 42, 147.62, '2022-03-14'),
(17551, 94, 'daily', 30, 248.15, '2022-03-15'),
(17552, 94, 'daily', 30, 40.9, '2022-03-16'),
(17553, 94, 'daily', 11, 30.94, '2022-03-17'),
(17554, 94, 'daily', 29, 178.24, '2022-03-18'),
(17555, 94, 'daily', 16, 110.05, '2022-03-19'),
(17556, 94, 'daily', 31, 295.35, '2022-03-20'),
(17557, 94, 'daily', 44, 85.53, '2022-03-21'),
(17558, 94, 'daily', 37, 228.92, '2022-09-01'),
(17559, 94, 'daily', 38, 84.34, '2022-09-02'),
(17560, 94, 'daily', 23, 170.5, '2022-09-03'),
(17561, 94, 'daily', 31, 39.9, '2022-09-04'),
(17562, 94, 'daily', 24, 34.2, '2022-09-05'),
(17563, 94, 'daily', 36, 123.27, '2022-09-06'),
(17564, 94, 'daily', 26, 246.15, '2022-09-07'),
(17565, 94, 'daily', 39, 148.7, '2022-09-08'),
(17566, 94, 'daily', 26, 193.74, '2022-09-09'),
(17567, 94, 'daily', 39, 141.59, '2022-09-10'),
(17568, 94, 'daily', 35, 343.55, '2022-09-11'),
(17569, 94, 'daily', 39, 330.73, '2022-09-12'),
(17570, 94, 'daily', 49, 52.71, '2022-09-13'),
(17571, 94, 'daily', 27, 215.33, '2022-09-14'),
(17572, 94, 'daily', 19, 78.5, '2022-09-15'),
(17573, 94, 'daily', 26, 43.72, '2022-09-16'),
(17574, 94, 'daily', 32, 176.24, '2022-09-17'),
(17575, 94, 'daily', 39, 369.12, '2022-09-18'),
(17576, 94, 'daily', 26, 124.45, '2022-09-19'),
(17577, 94, 'daily', 24, 83.39, '2022-09-20'),
(17578, 94, 'daily', 23, 165.48, '2022-09-21'),
(17579, 95, 'yearly', 9583, 225853.21, '2024-12-31'),
(17580, 95, 'yearly', 9141, 347117.49, '2023-12-31'),
(17581, 95, 'yearly', 6530, 363167.84, '2022-12-31'),
(17582, 95, 'yearly', 5060, 137937.31, '2021-12-31'),
(17583, 95, 'yearly', 8852, 411845.31, '2020-12-31'),
(17584, 95, 'yearly', 6777, 145813.1, '2019-12-31'),
(17585, 95, 'yearly', 9334, 567824.23, '2018-12-31'),
(17586, 95, 'monthly', 634, 49733.15, '2024-01-01'),
(17587, 95, 'monthly', 744, 40558.49, '2024-02-01'),
(17588, 95, 'monthly', 410, 26108.24, '2024-03-01'),
(17589, 95, 'monthly', 779, 32696.47, '2024-04-01'),
(17590, 95, 'monthly', 785, 59120.26, '2024-05-01'),
(17591, 95, 'monthly', 633, 21881.55, '2024-06-01'),
(17592, 95, 'monthly', 445, 6906.9, '2024-07-01'),
(17593, 95, 'monthly', 687, 45666.76, '2024-08-01'),
(17594, 95, 'monthly', 674, 25163.11, '2024-09-01'),
(17595, 95, 'monthly', 526, 25042.64, '2024-10-01'),
(17596, 95, 'monthly', 516, 40762.13, '2024-11-01'),
(17597, 95, 'monthly', 678, 26210.46, '2024-12-01'),
(17598, 95, 'monthly', 530, 19274.58, '2023-01-01'),
(17599, 95, 'monthly', 664, 40193.49, '2023-02-01'),
(17600, 95, 'monthly', 793, 39061.98, '2023-03-01'),
(17601, 95, 'monthly', 691, 27583.9, '2023-04-01'),
(17602, 95, 'monthly', 681, 20376.66, '2023-05-01'),
(17603, 95, 'monthly', 474, 8917.35, '2023-06-01'),
(17604, 95, 'monthly', 742, 38010.76, '2023-07-01'),
(17605, 95, 'monthly', 487, 8910.57, '2023-08-01'),
(17606, 95, 'monthly', 629, 32066.79, '2023-09-01'),
(17607, 95, 'monthly', 537, 19157.04, '2023-10-01'),
(17608, 95, 'monthly', 428, 15413.67, '2023-11-01'),
(17609, 95, 'monthly', 699, 43354.81, '2023-12-01'),
(17610, 95, 'monthly', 437, 25718.02, '2022-01-01'),
(17611, 95, 'monthly', 658, 25681.32, '2022-02-01'),
(17612, 95, 'monthly', 515, 20110.14, '2022-03-01'),
(17613, 95, 'monthly', 790, 42611.41, '2022-04-01'),
(17614, 95, 'monthly', 405, 11158.93, '2022-05-01'),
(17615, 95, 'monthly', 510, 19135.88, '2022-06-01'),
(17616, 95, 'monthly', 787, 39817.24, '2022-07-01'),
(17617, 95, 'monthly', 711, 11867.16, '2022-08-01'),
(17618, 95, 'monthly', 484, 27531.93, '2022-09-01'),
(17619, 95, 'monthly', 475, 16632.25, '2022-10-01'),
(17620, 95, 'monthly', 600, 33946.05, '2022-11-01'),
(17621, 95, 'monthly', 438, 21674.09, '2022-12-01'),
(17622, 95, 'weekly', 142, 1447.21, '2024-03-01'),
(17623, 95, 'weekly', 291, 10733.59, '2024-03-08'),
(17624, 95, 'weekly', 264, 5681.26, '2024-03-15'),
(17625, 95, 'weekly', 211, 7227.81, '2024-09-01'),
(17626, 95, 'weekly', 283, 9837.97, '2024-09-08'),
(17627, 95, 'weekly', 144, 1851.54, '2024-09-15'),
(17628, 95, 'weekly', 234, 1852.27, '2023-03-01'),
(17629, 95, 'weekly', 183, 3429.63, '2023-03-08'),
(17630, 95, 'weekly', 172, 7306.88, '2023-03-15'),
(17631, 95, 'weekly', 247, 4148.9, '2023-09-01'),
(17632, 95, 'weekly', 300, 7622.22, '2023-09-08'),
(17633, 95, 'weekly', 107, 1330.03, '2023-09-15'),
(17634, 95, 'weekly', 285, 8459.06, '2022-03-01'),
(17635, 95, 'weekly', 120, 3797.82, '2022-03-08'),
(17636, 95, 'weekly', 289, 2540.17, '2022-03-15'),
(17637, 95, 'weekly', 256, 11355.34, '2022-09-01'),
(17638, 95, 'weekly', 175, 5574.83, '2022-09-08'),
(17639, 95, 'weekly', 145, 1138.55, '2022-09-15'),
(17640, 95, 'daily', 21, 114.25, '2024-03-01'),
(17641, 95, 'daily', 18, 155.96, '2024-03-02'),
(17642, 95, 'daily', 22, 180.79, '2024-03-03'),
(17643, 95, 'daily', 41, 305.51, '2024-03-04'),
(17644, 95, 'daily', 40, 399.19, '2024-03-05'),
(17645, 95, 'daily', 50, 297.57, '2024-03-06'),
(17646, 95, 'daily', 43, 269.28, '2024-03-07'),
(17647, 95, 'daily', 41, 62.03, '2024-03-08'),
(17648, 95, 'daily', 35, 239.55, '2024-03-09'),
(17649, 95, 'daily', 33, 100.9, '2024-03-10'),
(17650, 95, 'daily', 42, 319.96, '2024-03-11'),
(17651, 95, 'daily', 42, 392.69, '2024-03-12'),
(17652, 95, 'daily', 32, 120.55, '2024-03-13'),
(17653, 95, 'daily', 41, 157.46, '2024-03-14'),
(17654, 95, 'daily', 16, 77.01, '2024-03-15'),
(17655, 95, 'daily', 14, 71.54, '2024-03-16'),
(17656, 95, 'daily', 21, 209.04, '2024-03-17'),
(17657, 95, 'daily', 35, 278.7, '2024-03-18'),
(17658, 95, 'daily', 42, 345.98, '2024-03-19'),
(17659, 95, 'daily', 34, 149.46, '2024-03-20'),
(17660, 95, 'daily', 37, 206.48, '2024-03-21'),
(17661, 95, 'daily', 25, 112.63, '2024-09-01'),
(17662, 95, 'daily', 44, 371.21, '2024-09-02'),
(17663, 95, 'daily', 11, 50.73, '2024-09-03'),
(17664, 95, 'daily', 38, 133.08, '2024-09-04'),
(17665, 95, 'daily', 25, 97.43, '2024-09-05'),
(17666, 95, 'daily', 10, 62.19, '2024-09-06'),
(17667, 95, 'daily', 12, 90.81, '2024-09-07'),
(17668, 95, 'daily', 46, 231.56, '2024-09-08'),
(17669, 95, 'daily', 37, 245.84, '2024-09-09'),
(17670, 95, 'daily', 36, 180.96, '2024-09-10'),
(17671, 95, 'daily', 23, 196.89, '2024-09-11'),
(17672, 95, 'daily', 19, 72.19, '2024-09-12'),
(17673, 95, 'daily', 32, 238.03, '2024-09-13'),
(17674, 95, 'daily', 19, 66.13, '2024-09-14'),
(17675, 95, 'daily', 44, 77.28, '2024-09-15'),
(17676, 95, 'daily', 49, 181.47, '2024-09-16'),
(17677, 95, 'daily', 15, 95.58, '2024-09-17'),
(17678, 95, 'daily', 27, 216.84, '2024-09-18'),
(17679, 95, 'daily', 45, 164.97, '2024-09-19'),
(17680, 95, 'daily', 27, 93.45, '2024-09-20'),
(17681, 95, 'daily', 31, 62.0, '2024-09-21'),
(17682, 95, 'daily', 48, 315.78, '2023-03-01'),
(17683, 95, 'daily', 25, 153.24, '2023-03-02'),
(17684, 95, 'daily', 22, 86.49, '2023-03-03'),
(17685, 95, 'daily', 27, 95.18, '2023-03-04'),
(17686, 95, 'daily', 48, 217.95, '2023-03-05'),
(17687, 95, 'daily', 45, 252.17, '2023-03-06'),
(17688, 95, 'daily', 27, 223.58, '2023-03-07'),
(17689, 95, 'daily', 26, 196.28, '2023-03-08'),
(17690, 95, 'daily', 50, 334.92, '2023-03-09'),
(17691, 95, 'daily', 37, 94.04, '2023-03-10'),
(17692, 95, 'daily', 50, 67.74, '2023-03-11'),
(17693, 95, 'daily', 24, 160.1, '2023-03-12'),
(17694, 95, 'daily', 34, 232.08, '2023-03-13'),
(17695, 95, 'daily', 36, 138.96, '2023-03-14'),
(17696, 95, 'daily', 14, 28.98, '2023-03-15'),
(17697, 95, 'daily', 50, 116.34, '2023-03-16'),
(17698, 95, 'daily', 18, 91.47, '2023-03-17'),
(17699, 95, 'daily', 27, 140.15, '2023-03-18'),
(17700, 95, 'daily', 20, 124.86, '2023-03-19'),
(17701, 95, 'daily', 49, 253.47, '2023-03-20'),
(17702, 95, 'daily', 13, 70.73, '2023-03-21'),
(17703, 95, 'daily', 14, 117.02, '2023-09-01'),
(17704, 95, 'daily', 37, 365.2, '2023-09-02'),
(17705, 95, 'daily', 11, 26.34, '2023-09-03'),
(17706, 95, 'daily', 38, 271.69, '2023-09-04'),
(17707, 95, 'daily', 27, 93.59, '2023-09-05'),
(17708, 95, 'daily', 17, 81.11, '2023-09-06'),
(17709, 95, 'daily', 28, 244.35, '2023-09-07'),
(17710, 95, 'daily', 49, 316.47, '2023-09-08'),
(17711, 95, 'daily', 36, 343.92, '2023-09-09'),
(17712, 95, 'daily', 26, 90.67, '2023-09-10'),
(17713, 95, 'daily', 46, 136.09, '2023-09-11'),
(17714, 95, 'daily', 37, 223.36, '2023-09-12'),
(17715, 95, 'daily', 11, 55.42, '2023-09-13'),
(17716, 95, 'daily', 17, 156.99, '2023-09-14'),
(17717, 95, 'daily', 23, 157.72, '2023-09-15'),
(17718, 95, 'daily', 18, 128.18, '2023-09-16'),
(17719, 95, 'daily', 33, 104.01, '2023-09-17'),
(17720, 95, 'daily', 19, 124.27, '2023-09-18'),
(17721, 95, 'daily', 27, 59.95, '2023-09-19'),
(17722, 95, 'daily', 22, 87.02, '2023-09-20'),
(17723, 95, 'daily', 49, 184.01, '2023-09-21'),
(17724, 95, 'daily', 29, 151.47, '2022-03-01'),
(17725, 95, 'daily', 27, 53.18, '2022-03-02'),
(17726, 95, 'daily', 13, 29.18, '2022-03-03'),
(17727, 95, 'daily', 12, 99.52, '2022-03-04'),
(17728, 95, 'daily', 22, 172.58, '2022-03-05'),
(17729, 95, 'daily', 30, 95.62, '2022-03-06'),
(17730, 95, 'daily', 50, 258.48, '2022-03-07'),
(17731, 95, 'daily', 40, 124.89, '2022-03-08'),
(17732, 95, 'daily', 29, 221.23, '2022-03-09'),
(17733, 95, 'daily', 17, 158.22, '2022-03-10'),
(17734, 95, 'daily', 26, 112.37, '2022-03-11'),
(17735, 95, 'daily', 17, 74.68, '2022-03-12'),
(17736, 95, 'daily', 46, 399.26, '2022-03-13'),
(17737, 95, 'daily', 36, 262.45, '2022-03-14'),
(17738, 95, 'daily', 10, 99.04, '2022-03-15'),
(17739, 95, 'daily', 50, 88.3, '2022-03-16'),
(17740, 95, 'daily', 27, 227.73, '2022-03-17'),
(17741, 95, 'daily', 15, 23.98, '2022-03-18'),
(17742, 95, 'daily', 19, 72.38, '2022-03-19'),
(17743, 95, 'daily', 33, 190.8, '2022-03-20'),
(17744, 95, 'daily', 19, 41.13, '2022-03-21'),
(17745, 95, 'daily', 15, 49.43, '2022-09-01'),
(17746, 95, 'daily', 41, 312.72, '2022-09-02'),
(17747, 95, 'daily', 40, 221.31, '2022-09-03'),
(17748, 95, 'daily', 49, 175.25, '2022-09-04'),
(17749, 95, 'daily', 27, 108.57, '2022-09-05'),
(17750, 95, 'daily', 21, 180.79, '2022-09-06'),
(17751, 95, 'daily', 17, 152.04, '2022-09-07'),
(17752, 95, 'daily', 42, 63.02, '2022-09-08'),
(17753, 95, 'daily', 46, 329.94, '2022-09-09'),
(17754, 95, 'daily', 13, 112.77, '2022-09-10'),
(17755, 95, 'daily', 48, 224.26, '2022-09-11'),
(17756, 95, 'daily', 18, 135.55, '2022-09-12'),
(17757, 95, 'daily', 36, 255.38, '2022-09-13'),
(17758, 95, 'daily', 21, 141.69, '2022-09-14'),
(17759, 95, 'daily', 37, 113.99, '2022-09-15'),
(17760, 95, 'daily', 13, 62.87, '2022-09-16'),
(17761, 95, 'daily', 44, 403.66, '2022-09-17'),
(17762, 95, 'daily', 34, 97.82, '2022-09-18'),
(17763, 95, 'daily', 47, 181.03, '2022-09-19'),
(17764, 95, 'daily', 15, 104.54, '2022-09-20'),
(17765, 95, 'daily', 26, 62.72, '2022-09-21'),
(17766, 96, 'yearly', 8677, 386652.37, '2024-12-31'),
(17767, 96, 'yearly', 7338, 601468.81, '2023-12-31'),
(17768, 96, 'yearly', 7490, 155256.98, '2022-12-31'),
(17769, 96, 'yearly', 7211, 322874.13, '2021-12-31'),
(17770, 96, 'yearly', 8623, 537607.92, '2020-12-31'),
(17771, 96, 'yearly', 6847, 287170.02, '2019-12-31'),
(17772, 96, 'yearly', 6942, 587069.89, '2018-12-31'),
(17773, 96, 'monthly', 540, 10263.44, '2024-01-01'),
(17774, 96, 'monthly', 536, 37253.14, '2024-02-01'),
(17775, 96, 'monthly', 405, 15498.55, '2024-03-01'),
(17776, 96, 'monthly', 598, 46451.99, '2024-04-01'),
(17777, 96, 'monthly', 618, 19398.76, '2024-05-01'),
(17778, 96, 'monthly', 785, 12207.49, '2024-06-01'),
(17779, 96, 'monthly', 574, 41200.97, '2024-07-01'),
(17780, 96, 'monthly', 442, 27541.14, '2024-08-01'),
(17781, 96, 'monthly', 415, 20016.8, '2024-09-01'),
(17782, 96, 'monthly', 530, 34281.58, '2024-10-01'),
(17783, 96, 'monthly', 422, 8578.05, '2024-11-01'),
(17784, 96, 'monthly', 644, 13836.91, '2024-12-01'),
(17785, 96, 'monthly', 654, 32536.83, '2023-01-01'),
(17786, 96, 'monthly', 454, 36210.88, '2023-02-01'),
(17787, 96, 'monthly', 714, 20435.33, '2023-03-01'),
(17788, 96, 'monthly', 647, 25549.17, '2023-04-01'),
(17789, 96, 'monthly', 785, 27910.79, '2023-05-01'),
(17790, 96, 'monthly', 750, 45090.88, '2023-06-01'),
